TFLITE


In: 6.031858 | Out: -0.279576 | 37[uS]<\r><\n>
In: 6.094690 | Out: -0.254160 | 37[uS]<\r><\n>
In: 6.157522 | Out: -0.203328 | 37[uS]<\r><\n>



CUBEMX

HTT Deep Learning test!<\r><\n>
In: 0.000000 | Out: -0.018664 | 20[uS]<\r><\n>
In: 0.062832 | Out: 0.059348 | 20[uS]<\r><\n>
In: 0.125664 | Out: 0.137359 | 20[uS]<\r><\n>
In: 0.188496 | Out: 0.215371 | 20[uS]<\r><\n>
In: 0.251327 | Out: 0.293383 | 20[uS]<\r><\n>
In: 0.314159 | Out: 0.365307 | 20[uS]<\r><\n>
In: 0.376991 | Out: 0.395463 | 20[uS]<\r><\n>
In: 0.439823 | Out: 0.425618 | 20[uS]<\r><\n>
In: 0.502655 | Out: 0.455774 | 20[uS]<\r><\n>
In: 0.565487 | Out: 0.489600 | 20[uS]<\r><\n>
In: 0.628319 | Out: 0.549354 | 20[uS]<\r><\n>
In: 0.691150 | Out: 0.609109 | 20[uS]<\r><\n>
In: 0.753982 | Out: 0.668864 | 20[uS]<\r><\n>
In: 0.816814 | Out: 0.728618 | 20[uS]<\r><\n>
In: 0.879646 | Out: 0.788373 | 20[uS]<\r><\n>
In: 0.942478 | Out: 0.831551 | 20[uS]<\r><\n>
In: 1.005310 | Out: 0.858795 | 20[uS]<\r><\n>
In: 1.068141 | Out: 0.886039 | 20[uS]<\r><\n>
In: 1.130973 | Out: 0.913283 | 20[uS]<\r><\n>
In: 1.193805 | Out: 0.940527 | 20[uS]<\r><\n>
In: 1.256637 | Out: 0.963164 | 20[uS]<\r><\n>
In: 1.319469 | Out: 0.978428 | 20[uS]<\r><\n>
In: 1.382301 | Out: 0.993692 | 20[uS]<\r><\n>
In: 1.445133 | Out: 1.008956 | 20[uS]<\r><\n>
In: 1.507964 | Out: 1.024220 | 20[uS]<\r><\n>
In: 1.570796 | Out: 1.039484 | 20[uS]<\r><\n>
In: 1.633628 | Out: 1.036231 | 20[uS]<\r><\n>
In: 1.696460 | Out: 1.014802 | 20[uS]<\r><\n>
In: 1.759292 | Out: 0.993373 | 20[uS]<\r><\n>
In: 1.822124 | Out: 0.971944 | 20[uS]<\r><\n>
In: 1.884956 | Out: 0.950514 | 20[uS]<\r><\n>
In: 1.947787 | Out: 0.929085 | 20[uS]<\r><\n>
In: 2.010619 | Out: 0.907656 | 20[uS]<\r><\n>
In: 2.073451 | Out: 0.886227 | 20[uS]<\r><\n>
In: 2.136283 | Out: 0.864575 | 20[uS]<\r><\n>
In: 2.199115 | Out: 0.826940 | 20[uS]<\r><\n>
In: 2.261947 | Out: 0.789303 | 20[uS]<\r><\n>
In: 2.324779 | Out: 0.751667 | 20[uS]<\r><\n>
In: 2.387610 | Out: 0.700337 | 20[uS]<\r><\n>
In: 2.450442 | Out: 0.641881 | 20[uS]<\r><\n>
In: 2.513274 | Out: 0.583425 | 20[uS]<\r><\n>
In: 2.576106 | Out: 0.524969 | 20[uS]<\r><\n>
In: 2.638938 | Out: 0.466514 | 20[uS]<\r><\n>
In: 2.701770 | Out: 0.408057 | 20[uS]<\r><\n>
In: 2.764601 | Out: 0.349601 | 20[uS]<\r><\n>
In: 2.827433 | Out: 0.291145 | 20[uS]<\r><\n>
In: 2.890265 | Out: 0.232689 | 20[uS]<\r><\n>
In: 2.953097 | Out: 0.174233 | 20[uS]<\r><\n>
In: 3.015929 | Out: 0.115777 | 20[uS]<\r><\n>
In: 3.078761 | Out: 0.057321 | 20[uS]<\r><\n>
In: 3.141593 | Out: -0.001135 | 20[uS]<\r><\n>
In: 3.204425 | Out: -0.059591 | 20[uS]<\r><\n>
In: 3.267256 | Out: -0.118047 | 20[uS]<\r><\n>
In: 3.330088 | Out: -0.176503 | 20[uS]<\r><\n>
In: 3.392920 | Out: -0.234959 | 20[uS]<\r><\n>
In: 3.455752 | Out: -0.293415 | 20[uS]<\r><\n>
In: 3.518584 | Out: -0.351871 | 20[uS]<\r><\n>
In: 3.581416 | Out: -0.410327 | 20[uS]<\r><\n>
In: 3.644248 | Out: -0.464680 | 20[uS]<\r><\n>
In: 3.707079 | Out: -0.518193 | 20[uS]<\r><\n>
In: 3.769911 | Out: -0.571706 | 20[uS]<\r><\n>
In: 3.832743 | Out: -0.625218 | 20[uS]<\r><\n>
In: 3.895575 | Out: -0.678731 | 20[uS]<\r><\n>
In: 3.958407 | Out: -0.718591 | 20[uS]<\r><\n>
In: 4.021239 | Out: -0.747865 | 20[uS]<\r><\n>
In: 4.084071 | Out: -0.777137 | 20[uS]<\r><\n>
In: 4.146902 | Out: -0.806410 | 20[uS]<\r><\n>
In: 4.209734 | Out: -0.835683 | 20[uS]<\r><\n>
In: 4.272566 | Out: -0.864956 | 20[uS]<\r><\n>
In: 4.335398 | Out: -0.894229 | 20[uS]<\r><\n>
In: 4.398230 | Out: -0.923502 | 20[uS]<\r><\n>
In: 4.461061 | Out: -0.952775 | 20[uS]<\r><\n>
In: 4.523893 | Out: -0.982047 | 20[uS]<\r><\n>
In: 4.586725 | Out: -1.011320 | 20[uS]<\r><\n>
In: 4.649557 | Out: -1.040593 | 20[uS]<\r><\n>
In: 4.712389 | Out: -1.069866 | 20[uS]<\r><\n>
In: 4.775221 | Out: -1.099139 | 20[uS]<\r><\n>
In: 4.838053 | Out: -1.101199 | 20[uS]<\r><\n>
In: 4.900885 | Out: -1.058775 | 20[uS]<\r><\n>
In: 4.963717 | Out: -1.016351 | 20[uS]<\r><\n>
In: 5.026548 | Out: -0.973926 | 20[uS]<\r><\n>
In: 5.089380 | Out: -0.931502 | 20[uS]<\r><\n>
In: 5.152212 | Out: -0.889078 | 20[uS]<\r><\n>
In: 5.215044 | Out: -0.846653 | 20[uS]<\r><\n>
In: 5.277875 | Out: -0.804229 | 20[uS]<\r><\n>
In: 5.340707 | Out: -0.761805 | 20[uS]<\r><\n>
In: 5.403539 | Out: -0.719381 | 20[uS]<\r><\n>
In: 5.466371 | Out: -0.676956 | 20[uS]<\r><\n>
In: 5.529203 | Out: -0.634532 | 20[uS]<\r><\n>
In: 5.592035 | Out: -0.592108 | 20[uS]<\r><\n>
In: 5.654867 | Out: -0.549684 | 20[uS]<\r><\n>
In: 5.717699 | Out: -0.507259 | 20[uS]<\r><\n>
In: 5.780530 | Out: -0.464835 | 20[uS]<\r><\n>
In: 5.843362 | Out: -0.422411 | 20[uS]<\r><\n>
In: 5.906194 | Out: -0.379986 | 20[uS]<\r><\n>
In: 5.969026 | Out: -0.337562 | 20[uS]<\r><\n>
In: 6.031858 | Out: -0.295138 | 20[uS]<\r><\n>
In: 6.094690 | Out: -0.252713 | 20[uS]<\r><\n>
In: 6.157522 | Out: -0.210289 | 20[uS]<\r><\n>

